N,OriginalReviews,PreprocessedReviews,Restaurant,ID,total_length,weight,total_percentage,label,RestaurantType
58,    اكل لذيذ قيمة جيدة الاكل متنوع ولذيذ ولديهم ارجيلة والمكان يحتوي سوق شعبي ومنطقة جلوس هادئة      ,    كل لذذ قيم جيد الاكل تنع لذذ ولد رجل كان حوي سوق شعب نطق جلس هادئة      ,مطعم ساشي,101,16,5,0.3125,Positive,هندي
59,    روعة يلي بينزل عالشام لازم يزور مطعم الصديق  لانو الشاورما بتجن ويلي ماداقها نص عمره  والكبة بتاخد العقل المتبل والحمص م      ,    رع ل نزل عالشام لزم يزر طعم صدق  لنو شور بتج ويل ادق نص عمر  كبة تخد عقل تبل حمص م      ,مطعم ساشي,101,21,2,0.0952380952380952,Positive,هندي
60,    عن المطعم اكلو بشهي  الشاورما بتاخد العقل ماداقها نص عمرو هونضيف وصاحب المطعم كتير لطيف        ,    عن طعم اكلو بشه  شور تخد عقل ادق نص عمرو هونضيف صحب طعم كتر لطف        ,مطعم ساشي,101,15,4,0.266666666666667,Positive,هندي
61,    مطعم جيد المطعم جيد يتسم بالطابع الدمشقي القديم الطعام مقبول الخدمه جيده والتنظيم جيد سعر الطعام غالي الشيئ      ,    مطعم جيد المطعم جيد تسم طبع دمشق قدم طعم قبل خدم جيد نظم جيد سعر طعم غلي شيئ      ,مطعم ساشي,101,18,9,0.5,Positive,هندي
62,    تجربة تكر بصراحة مرة احدة ولاعتقد اني سأعود ثانيةلم يعجبني الطعام وخاصة صيادية السمك تلكبالاضافة الفاتورة المرتفعة حصلنا وجبة افطار رمضان والسب معنا اجانبعاشت السياحة باب توما      ,    تجرب تكر بصراحة مرة احد عقد اني أعد ثانيةلم عجب طعم وخص صيد سمك تلكبالاضافة فتر رفع حصل وجب فطر رمض لسب عنا اجانبعاشت سيح باب ا      ,مطعم ساشي,101,27,1,0.037037037037037,Positive,هندي
63,    مطعم دمشقي عريق اجواء رائعة ولطيفة كمية كبيرة الزبائن حلويات لذيذة وخاصة البوظة العربية الدق ميزة المكان قديم استقبل الكثير الملوك والشخصيات الهامة فروع السعودية والامارات العربية      ,    مطعم دمشق عرق اجواء رئع لطف كمة كبر زبن حلي لذذ وخص بوظ عرب لدق يزة كان قدم قبل كثر لوك شخص همة فرع سعد امر عربية      ,مطعم ساشي,101,27,9,0.333333333333333,Positive,هندي
64,    البوظة والمهلبية الطعم الرائع زوروا المكان واروني تعليقاتكم انا اكيدة انكم ستستمتعوا بطعم البوظة العربية الرائعة والمكان المدهش المعج بالازدحام صيفا وشيتاء      ,    البوظ هلب طعم رئع زور كان ورو علق انا كيد نكم متع طعم بوظ عرب رئع كان دهش معج زدحام صيف وشيتاء      ,مطعم ساشي,101,22,18,0.818181818181818,Positive,هندي
65,    واو البوظة العربية بالقشطة  المكان  رؤية البوظة تدق جموع الناس ترتاده شي جميل حضارة والمستقبل لاتخيل يغلق المكان مر الزمان      ,    وو البوظة عرب قشط  كان  رؤة بوظ تدق جموع ناس راد شي جمل حضر قبل تخل غلق كان مر زمان      ,مطعم ساشي,101,20,7,0.35,Positive,هندي
66,    فريد نوعه مذاق رائع ينسى يقصده الناس داخل دمشق وخارجها لحصول أفضل أتواع البوظة المدقوقة بالمدق الخشبي بالفعل فريدة نوعها      ,    فريد نوع مذاق رئع نسى قصد ناس دخل دمشق خرج حصل فضل توع بوظ دقق مدق خشب فعل فرد عه      ,مطعم ساشي,101,20,12,0.6,Positive,هندي
67,    هذا المحل اشهر المحلات سوريا يعتبر محل بكداش اشهر المحلات سوريا ولقد زاره الكثير الشخصيات المهمه ملك الاردن يقدم المحلاية السورية والارز بالحليب والبوظة العربية المدقوقه بالهاون الفستق الحلبي اشهر محل المجال انصح الجميع بتجربته      ,    هذ محل شهر محل سور يعتبر محل كدش شهر محل سور لقد زره كثر شخص همه ملك ارد قدم حلي سور ارز حلب بوظ عرب دقق هون ستق حلب شهر محل جال نصح جمع بتجربته      ,مطعم ساشي,101,35,-1,-0.0285714285714286,Negative,هندي
68,    مكان لذيذ زرت المطعم مرات وخلال السنوات الماضية خصوصا اذهب لدمشق لوحدي بصحبة كنت احرص الجامع الاموي وتذوق بوظة بكداش      ,    مك لذذ زر طعم رات خلل سنو اضة خصص ذهب دمشق وحد صحب كنت حرص جمع امي تذق بوظ كداش      ,مطعم ساشي,101,20,2,0.1,Positive,هندي
69,    زحمة عالفاضي ما بقي بكداش القديم الي بنعرفههات ايدك والحقنيصارت بوظة دامر اطيب بكتير بكداشبس الصيت اليبقيان فعل في      ,    زحم عالفاض م بقي كدش قدم الي بنعرفهه ايد حقنيصارت بوظ دمر اطب كتر بكداشبس صيت يبق فعل ي      ,مطعم ساشي,101,19,-1,-0.0526315789473684,Negative,هندي
70,    تحفة رائعة لما يدخل الشخص المكان الرائع لايتمنى يفارق المكان ابدا جماله المعماري القديم البحرة اكلاته الشهية ذوقوا اكلاته وانا متاكدة انكم ستعودوا مرارا وتعزموا اصحابكم واهم شي احترام الزبائن شي رائع      ,    تحف رئع ل دخل شخص كان رئع منى فرق كان ابد جمل عمر قدم بحر كلت شهة ذوق كلت ونا تكد نكم تعد ررا عزم صحب وهم شي حرم زبن شي رائع      ,مطعم ساشي,101,32,21,0.65625,Positive,هندي
71,    عمارته الرائعة شكل العمارة يشعرك بالطمانينه يعيشها سكان المنزل والالفة والتعاون افراد الاسرة واكلاته الطيبة يعلا الحمة المشوية شراب اليمون بالنعنع والمقبلات واهم شي المعاملة والياقة والاحترام يشعرك كنت لاشي وكانك انسان عظيم مهم جدا      ,    عمار رئع شكل عمر شعر طمن يعش سكن نزل الف تعا فرد اسر وكل طيب يعل حمة شوة شرب يمن عنع قبل وهم شي عمل يقة حرم شعر كنت لشي وكن انس عظم مهم جد      ,مطعم ساشي,101,35,8,0.228571428571429,Positive,هندي
72,    مطعم متاز بصراحه المطعم جيد الجو لطيف بيت دمشق ميز والخدمة رائعة والزجاج الملون يضيف جو لطيف والاشجار المزروعة والطعام لذيذ والحلويات الشرقية ايضا      ,    مطعم تاز بصراحه طعم جيد لجو لطف بيت دمشق ميز خدم رئع زجج لون يضف جو لطف شجر زرع طعم لذذ حلي شرق ض      ,مطعم ساشي,101,24,16,0.666666666666667,Positive,هندي
73,    افضل المطاعم  اقتقد افضل مطعم دمشق مطعم الصديق اطيب شاورما الفحم مطعم الخوالي  زورهم  ويلي مازارهم كتير      ,    افضل طعم  اقتقد فضل طعم دمشق طعم صدق اطب شور فحم طعم خلي  زر  ويل ازر كتير      ,مطعم ساشي,101,17,4,0.235294117647059,Positive,هندي
74,    متاز مطعم محترم وجميل واسعاره مقبولةبصراحة اعتقد الخوالي ومطعم الصديق بالقنوات افضل مطاعم الشام      ,    متاز مطعم حرم جمل سعر مقبولةبصراحة عقد خلي طعم صدق قنو فضل طعم شام      ,مطعم ساشي,101,14,11,0.785714285714286,Positive,هندي
75,    انه رائع بيت دمشقي قديم رائع ديكوراته مؤلف  طوابق يمتاز بتقديمه الاطباق الدمشقية العريقة ينكهات لذيذة وساحرة الاضاءة المكان ساحرة وتنقل طوابقه بعدة اجواء لدمشق الساحرة المكان استضاف العديد المشاهير والرؤساء والملوك اتو لسوريا حديثا والنصيحة يتم الحجز لان الامكنة محدودة تجد مكان بدون حجز مسبق وبالصحة والعافية      ,    نه رئع ب دمشق قدم رئع ديكوراته ؤلف  طبق ماز قدم طبق دمشق عرق ينك لذذ سحر ضءة كان سحر نقل طبق بعد جوء دمشق سحر كان ضاف عدد مشاهير رؤساء لوك اتو لسر حدث نصح يتم حجز لان مكن حدد تجد كان بدن حجز سبق لصح عافية      ,مطعم ساشي,101,48,13,0.270833333333333,Positive,هندي
76,    خدمة غراند ستيشن رمضان  الاكل جيد أبداً، السلطات والتبولة سيئةوالخدمة ضعيفة واصبح المطعم مهجور التاريخ       ,    خدم غرند ستش رمض  الاكل جيد بد، سلط بول سيئةوالخدمة ضعف صبح طعم هجر ارخ       ,مطعم ساشي,101,15,2,0.133333333333333,Positive,هندي
77,    مطعم راقي الطعام لذيذ والمكان نظيف وهادئ والخدمه متازهيستحق الزياره اتمنى مستويات لحراره اني طلبت برياني دجاج جدا      ,    مطعم رقي الطعام لذذ كان نظف هدئ خدم متازهيستحق زير منى ستي حرر اني طلب برا دجج جد      ,مطعم ساشي,101,18,9,0.5,Positive,هندي
